syngrapharum dominus	azionista	accionista	actionnaire	shareholder	
syngraphus	passaporto	pasaporte	passeport	passport	パスポート, 旅券
sānctus	santo, santa	santo, santa	saint, sainte	saint	聖人
sēdecim	sedici	dieciseis, dieciséis	seize	sixteen	十六
sōlāris	solare	solar	solaire	man, solar	
sūra	polpaccio	pantorrilla	mollet	calf	脹脛
taberna	magazzino, negozio	tienda	magasin, boutique	store, boutique, retail outlet	店, 商店
tablinum	tablinio, tablino; studio, studiolo	tablino; estudio	tablinum; étude, bureau	tablinum; study room, study	; 書斎
tacere	tacere, restare zitto, rimanere zitto, rimanere in silenzio, restare in silenzio, stare zitto, stare in silenzio; fare silenzio, tacere	callar, guardar silencio; 	se taire; 	be silent, keep silent, hold one's tongue, remain silent, keep quiet; be silent, keep silence, be in silence	黙る; 
Taivania	Taiwan	Taiwán	Taïwan, République de Chine	Taiwan	台湾
talus	caviglia	tobillo	cheville	ankle, talocrural joint	足首
tamias	tamia	tamia, ardilla listada, ardilla rayada	tamia, suisse, chipmunk	chipmunk, ground squirrel, striped squirrel	シマリス, 縞栗鼠
Tanais	Don, fiume Don	Don	Don	Don, Don River, River Don	
tantalium	tantalio	tantalio, tántalo	tantale	tantalum	タンタル
tanto… quanto		cuanto, tanto… quanto; tanto… quanto, según, tanto como, hasta donde	autant que, dans la mesure où, en proportion de ce que; autant que, dans la mesure où, selon que	as much as; as much as, according as, as, so far as	
tarandrus	renna	reno, caribú	renne, caribou	reindeer, caribou	トナカイ, 馴鹿
tarandus	renna	reno, caribú	renne, caribou	reindeer, caribou	トナカイ, 馴鹿
tarde	tardivo, tardi, tardivamente, in ritardo	tarde, tarde	en retard, tardivement	late, belatedly	遅刻, 遅い
tautogramma	tautogramma	tautograma	tautogramme	tautogram	
taxus	tasso	tejo	if	yew	イチイ, 櫟
technetium	tecnezio	tecnecio	technétium	technetium	テクネチウム
tectum	tetto, tetto, tetto, tetto	techo, techumbre	toit, toit, toit	roof, roof, roof	屋根
televisio	televisore, televisione	televisor, televisión, televisión	télévision, télé, téléviseur, téloche	television, television receiver, television set, tv, tv set, idiot box, boob tube, google box	テレビ
televisionis	televisore, televisione	televisor, televisión, televisión	télévision, télé, téléviseur, téloche	television, television receiver, television set, tv, tv set, idiot box, boob tube, google box	テレビ
tellurium	tellurio	telurio, teluro	tellure	tellurium	テルル
Temperantia	sobrietà, parsimonia	frugalidad, austeridad	frugalité	frugality	
temperatus aër	condizionamento dell'aria, aria condizionata	acondicionamiento del aire, acondicionamiento de aire, climatización	climatisation	air conditioning, AC, air-conditioning	エアコン, 空気調節, 空気調和, 空調
templum	tempio	templo	temple	temple	お寺
tempus fugit	il tempo vola	el tiempo vuela		time flies	光陰矢の如し
tenere	tenere, reggere	sostener	tenir	hold	持つ
terbium	terbio	terbio	terbium	terbium	テルビウム
tergere	pulire	limpiar	essuyer	wipe	拭く
tergum	schiena	espalda	dos	back	背, 背中
terminus technicus	termine tecnico	término, tecnicismo, término técnico	terme technique	technical term	
terra	terra	terra, tierra	terre	earth	
terrae motus	terremoto, sisma	terremotos, terremoto, seísmo, sismo	séisme, tremblement de terre	earthquake	地震
terreō		aterrar, aterrorizar	terroriser, terrifier	terrify	
terror	terrore	terror	terreur	terror	恐怖
Tersanctus	Trisagion, Trisagion angelico	trisagio	trisagion, hymne chérubique, chérubique	trisagion, Trisagion	
tessera crediticia	carta di credito	tarjeta de crédito	carte de crédit	credit card	クレジットカード
tessera itineraria	biglietto	billete, ticket	billet, ticket	ticket	切符
testiculum	testicolo, palla	testículo	testicule, couille, gosse	testicle, ball, nut, testis, orchis, ballock, bollock, egg	睾丸, 金玉, 精巣, ホーデン, 陰核, タマキン, きんたま
testiculus	testicolo, palla	testículo	testicule, couille, gosse	testicle, ball, nut, testis, orchis, ballock, bollock, egg	睾丸, 金玉, 精巣, ホーデン, 陰核, タマキン, きんたま
testis	testicolo, palla	testículo	testicule, couille, gosse	testicle, ball, nut, testis, orchis, ballock, bollock, egg	睾丸, 金玉, 精巣, ホーデン, 陰核, タマキン, きんたま
texo	tessere	tejer	tisser	weave, interweave, raddle	
thallium	tallio	talio	thallium	thallium	タリウム
Theobaldus	Teobaldo, Tebaldo	Teobaldo	Thibaut, Thibeault, Thibault, Thibaud, Théodebald	Theobald, Tybalt, Tibby	
theologia	teologia	teología	théologie	theology	神学
thermometrus	termometro	termómetro	thermomètre	thermometer	温度計, 体温計
thius	zio	tío	oncle, tonton	uncle	
thorium	torio	torio	thorium	thorium	トリウム
thronus	trono	trono	trône	throne	王座, おうざ
Tiberis	Tevere	Tíber	Tibre	Tiber	テヴェレ川
tibia	tibia	tibia, canilla	tibia	tibia, shin bone, shankbone, shinbone	脛骨
Tigris	Tigri	Tigris	Tigre	Tigris	
Tilia			tilleul, Tilia	Tilia tree, Tilia	
tilia			tilleul, Tilia	Tilia tree, Tilia	
titanium	titanio	titanio	titane	titanium	チタン
Tocelau	Isole Tokelau	Tokelau	Tokélaou, Tokelau	Tokelau	トケラウ
Tocharicae	tocario			Tokharian	
toga	toga accademica, toga	traje académico, toga	toge, toge académique, toge universitaire	academic costume, toga	
Togum	Togo	Togo	Togo	Togo	トーゴ
tondeo	radere, radersi	afeitar, rapar, rasurar	raser	shave	そる
tonitrus	tuono	trueno	tonnerre	thunder	雷
tonitruum	tuono	trueno	tonnerre	thunder	雷
Tonsor	Barbiere	barbero		barber	
tonsura	tonsura; tonsura	tonsura; tonsura	tonsure; tonsure	tonsure; Roman tonsure, tonsure	トンスラ; 
tonus	tuono	trueno	tonnerre	thunder	雷
trabs	trave	viga	poutre, poutrelle	beam	梁
tractus digestivus	apparato digerente, tratto gastrointestinale, apparato gastrointestinale	tubo digestivo, aparato digestivo, sistema digestivo	système gastro-intestinal, tube digestif	gastrointestinal tract, alimentary canal, digestive tract, GI tract, gut	消化器, 消化管
transcribere	trascrivere	transcribir	transcrire	trancribe	
transfero	trasmettere, inoltrare, passare	pasar, transmitir, reenviar, trasladar	faire suivre, transférer, transmettre, transférer	forward	
translatio	traslazione	traslación, translación	translation	translation	平行移動
transversus	traverso, trasversale	transverso, transversal, de través	transversal	transverse	
trecentī	trecento	trescientos	trois cents, trois-cents	three hundred	
tredecim	tredici	trece, trece	treize	thirteen	十三
tres	tre	tres	trois	three	三
triangulus	triangolare	triangular	triangulaire	triangular	
tribas	lesbica	lesbiana	lesbienne, lesbienne, gouine	lesbian	
triceps	tricefalo	tricéfalo, tricéfala	tricéphale	three-headed	
triginta	trenta	treinta, 30	trente	thirty	三十
triginta quattuor	trentaquattro	treinta y cuatro, 34	trente-quatre, 34	thirty-four	三十四
trigintaduo	trentadue	treinta y dos, 32	trente-deux, 32	thirty-two	三十二
trigintaquinque	trentacinque	treinta y cinco, 35	trente-cinq, 35	thirty-five	三十五
trigintaseptem	trentasette	treinta y siete, 37	trente-sept, 37	thirty-seven	三十七
trigintasex	trentasei	treinta y seis, 36	trente-six, 36	thirty-six	三十六
trigintatres	trentatrè, trentatré	treinta y tres, 33	trente-trois, 33	thirty-three	三十三
trigintaunus	trentuno	treinta y uno, 31	trente et un, trente-et-un, 31	thirty-one	三十一
trilogia	trilogia	trilogía	trilogie	trilogy	三部作
trimestris	trimestre; trimestre	trimestre; trimestre	trimestre; trimestre	trimester; quarter, trimester	; 四半期
Trinitas et Tabacum	Trinidad e Tobago	Trinidad y Tobago	Trinité-et-Tobago, Trinidad-et-Tobago	Trinidad and Tobago	トリニダード・トバゴ
tripudium	ballare, danza, ballo	baile, danza	danse	dance	踊り
tristis	triste, infelice, rattristato	triste, afligido, apesadumbrado, infeliz	triste, affligé, morne, attristé, chagrin, peiné, chagriné	sad, unhappy, doleful, dolorous	悲しい
triticum	frumento	trigo	blé	wheat	コムギ, 麦
triumviratus	triumvirato	triunvirato	triumvirat	triumvirate	三頭政治
trochlea	carrucola, puleggia	polea, carretilla	poulie	pulley, block, pulley-block	滑車
trombonistus	trombonista	trombonista	trombone	trombonist	
tromocrates	terrorista	terrorista	terroriste	terrorist	テロリスト
tromocratia	terrorismo	terrorismo	terrorisme	terrorism	テロリズム, テロ
tropheum	coppa	copa	coupe	cup	杯
trumpeta	tromba	trompeta	trompette	trumpet	トランペット
truncus	torso, tronco, busto	tronco, torso	torse, tronc, buste	torso, trunk	胴, 胴体
trutina	bilancia, stadera	báscula, balanza	balance	scale, scales, weighing scale, balance	秤, 天秤
trēs	tre	tres	trois	three	三
tu	tu	tú	tu	thou, you	
tuba auditiva	tromba di Eustachio	trompa de Estaquillo, trompa auditiva, tubo timpánico, tubo faringotimpánico	trompe d’Eustache, trompe auditive	Eustachian tube, auditory tube, pharyngotympanic tube	耳管
tuba auditoria	tromba di Eustachio	trompa de Estaquillo, trompa auditiva, tubo timpánico, tubo faringotimpánico	trompe d’Eustache, trompe auditive	Eustachian tube, auditory tube, pharyngotympanic tube	耳管
Tumidus	tronfio, spavaldo, impertinente, arrogante			cocky	
Tunesia	Tunisia	Túnez, Tunicia	Tunisie	Tunisia	チュニジア
turbō	tornado	tornado	tornade	tornado	竜巻, トルネード
Turcomannia	Turkmenistan	Turkmenistán	Turkménistan	Turkmenistan	トルクメニスタン
turista	turista	turista	touriste	tourist	旅行者
turpis	brutto	feo, fea	laid, moche	ugly	醜い, 見苦しい, 格好悪い
turris	torre	torre	tour	tower	塔, タワー
Tusci	Etruschi	Etruscos	Étrusques	Etruscans	
tussire	tossire	toser	tousser	cough	咳をする
tuus	tuo	tu	ton	your	
Tuvalu	Tuvalu	Tuvalu	Tuvalu	Tuvalu	ツバル
typhonas	tifone	tifón	typhon	typhoon	台風
tyrannis	dittatura	dictadura	dictature	dictatorship	独裁政治, 独裁
tyrannus	autocrata, tiranno, despota	autócrata, déspota, tirano, tirana	tyran	tyrant, autocrat, despot	暴君
tābesco	marcire, putrefare, putrefarsi, andare a male	pudrir, podrir, podrirse, pudrirse	pourrir, se décomposer, se putréfier, se pourrir	rot off, rot, decompose, decay	腐る
tēlephōnium cellularium	telefonino, cellulare, telefono cellulare, telefono mobile	teléfono móvil, celular, móvil, teléfono celular	téléphone portable, portable, cellulaire, 6, mobile, téléphone mobile, natel, téléphone cellulaire, GSM, G	mobile phone, mobile, mobile telephone, cell phone, cell, cellphone, cellular phone, mobile, mobile phone, handphone, cellular mobile, cellular telephone, cellular	携帯電話, 携帯, ケータイ
tēsta	vaso, da, fiori	maceta, matero, plantera, potera, tiesto	pot de fleur, pot de fleurs	flowerpot, flower pot	植木鉢
uber	mammella	ubre	pis	udder	乳房
ubi	dove	donde, dónde	où	where	何処
ulcus	ulcera	úlcera	ulcère	ulcer	潰瘍
ulcus cruris	ulcera venosa, ulcera varicosa			venous ulcer, varicose ulcer	
ulna	; gomito	cúbito; codo	ulna, cubitus; coude	ulna, elbow bone; elbow	尺骨; 肘
ultima	fine, estremità, capo	extremo	bout	end	
ultimum	fine, estremità, capo	extremo	bout	end	
ultimus	fine, estremità, capo	extremo	bout	end	
ulula	civetta	búho, lechuza	chouette, hibou, strigiforme, hibou	owl	フクロウ, 梟
umbilicus	umbilico, ombelico	ombligo	ombilic, nombril	navel, umbilicus, bellybutton, omphalos, omphalus, belly button	臍, navel
umbra	ombra	sombra	ombre	shade, shadow	影, 陰影, 日陰
umerus	spalla; omero	hombro; húmero	épaule; humerus	shoulder; humerus	肩; 上腕骨
una	simultaneamente	a la vez, simultáneamente, al mismo tiempo	en même temps, simultanément, à la fois	at once, simultaneously, at the same time	同時に, 一斉に
unda	onda	onda	vague	wave	波, 周波
undecentum	novantanove	99, noventa y nueve	quatre-vingt-dix-neuf, nonante-neuf	99, ninety-nine	九十九
undecim	undici	once	onze	eleven	十一
undequadraginta	trentanove	treinta y nueve, 39	trente-neuf, 39	thirty-nine	三十九
undequinquaginta	quarantanove	cuarenta y nueve, 49	quarante-neuf	forty-nine	四十九
undesexaginta	cinquantanove	cincuenta y nueve, 59	cinquante-neuf	fifty-nine	五十九
undetriginta	ventinove	veintinueve, 29	vingt-neuf, 29	twenty-nine	二十九
unguis	unghia	uña	ongle	fingernail, nail	爪
ungula	zoccolo; zoccolo	pezuña; pezuña, casco	sabot; sabot	hoof; hoof	; 蹄
unicornis	unicorno	unicornio	licorne	unicorn	ユニコーン, 一角獣
universitas	università, università, accademia, università	universidad, universidad, academia, universidad, academia, academia	université, université, académie, université	university, academy, university, university	大学, 大学, 大学
univira					
unoculus	monoculare, guercio	tuerto	borgne	one-eyed, monocular	
ununbium	ununbio	ununbio	ununbium	ununbium	ウンウンビウム
ununhexium	ununhexio	ununhexio	ununhexium	ununhexium	ウンウンヘキシウム
ununoctium	ununoctio	ununoctio	ununoctium	ununoctium	ウンウンオクチウム
ununpentium	ununpentio	ununpentio	ununpentium	ununpentium	ウンウンペンチウム
ununquadium	ununquadio	ununquadio	ununquadium	ununquadium	ウンウンクアジウム
ununseptium	ununseptio	ununseptio	ununseptium	ununseptium	ウンウンセプチウム
ununtrium	ununtrio	ununtrio	ununtrium	ununtrium	ウンウントリウム
uranium	uranio	uranio	uranium	uranium	ウラン
urbs	città	ciudades, ciudad	ville	city	都市
urina	orina, pipì, urina	orina	urine, pipi, pisse	urine, piss, pee, pee-pee, wee-wee	尿, 小便
ursa	orsa	osa	ourse	she-bear	
Ursa Major	Orsa Maggiore	Osa Mayor	Grande Ourse	Ursa Major, Great Bear	
ursus	orso	oso	ours	bear	熊, クマ
Uruguaia	Uruguay	Uruguay	Uruguay	Uruguay	ウルグアイ
Usbecia	Uzbekistan	Uzbekistán	Ouzbékistan	Uzbekistan	ウズベキスタン
ususfructus	fruizione, usufrutto	disfrute, goce, usufructo	usufruit	usufruct	
uva	acino, chicco d'uva	uva	raisin, grain de raisin	grape	葡萄
uxor	moglie	esposa, marida, cónyuge	épouse, mariée, femme	wife, spouse	
vacca	vacca, mucca	vaca	vache	cow	牛, 雌牛, 牛
vaccinia	vaiolo vaccino	viruela vacuna	vaccine	cowpox	
vade retro	vattene	vete	vas t'en, casse-toi, dégage, pars, ouste, tire-toi, sauve-toi, file, barre-toi, fiche-moi le camp, fiche le camp, du balai, débarrasse-moi le plancher, oust	go away, piss off, fuck off, sod off, clear off	
vado	fretta, aver fretta, correre, accorrere, precipitarsi, sbrigarsi	apresurarse, apurarse, correr	se dépêcher, se presser, se hâter	hurry, rush, hasten, look sharp, festinate	急ぐ, 駆け付ける
valens	forte, possente, potente	fuerte	fort, puissant	strong, powerful, forceful	強い
validus	forte, possente, potente	fuerte	fort, puissant	strong, powerful, forceful	強い
valvula mitral	valvola mitrale	válvula bicúspide, válvula mitral	valve mitrale, valve bicuspide, VM, valvule mitrale	mitral valve, bicuspid valve, left atrioventricular valve	
valētūdinārium	ospedale, clinica	hospital, clínica	hôpital, hosto	hospital, clinic, sickhouse	病院, 医院
vanadium	vanadio	vanadio	vanadium	vanadium	バナジウム
vanitas	saccenteria, vanità	vanidad	vanité	vanity, conceit	
Vanuatu	Vanuatu	Vanuatu	Vanuatu	Vanuatu	バヌアツ
varicella	varicella	varicela	varicelle, petite vérole volante	chickenpox	水痘
vas	vaso	vaso	vaisseau	vessel	
vehementer	veementemente	vehementemente	véhémentement	vehemently	
vehiculum	veicolo	automóviles, vehiculo, vehículo	véhicule	vehicle	
velivolum	aliante	planeador	planeur	glider, sailplane	グライダー
velum	vela	vela	voile	sail	
vena cava	Vena cava			vena cava	
venatio	caccia	caza	chasse	hunting, hunt	狩り, 狩猟
venenum	veleno	veneno, venenos	poison	poison	毒
venire	venire	venir, acercarse	venir	come, come up	来る
venosus	venoso	venoso	veineux	venous, venal	
ventilo		ventilar	ventiler	fan	
ventosus	ventoso	ventoso	venteux	windy	風の強い
ventus	vento	viento	vent	wind	風
Ventus	vento	viento	souffle	blow, wind, blow	
Venus	Venere	Venus	Vénus	Venus	金星
venusto	abbellire, adornare, imbellire	embellecer, hermosear	embellir	beautify, prettify, fancify, embellish	
verbum	parola	palabra	mot	word	言葉, 単語, 言葉, 語
verbum adiectum	aggettivo	adjetivo	adjectif	adjective, describing word	形容詞
